SampleName,ImagePath,Width,Height,Category,Goal,BaselinePipeline,ValidationMode,ExpectedMetricName,ExpectedMetricMinimum,ExpectedMetricMaximum,Notes,ReferenceImagePath,PairGroup,PairRole
Product_Display_EdgeChip_Good,docs\samples\public\product\Display_EdgeChip_OK.png,572,420,Product Synthetic / Display / Contour,"Count bright edge-chip candidates on a display panel edge.",docs\samples\public\product\Product_Display_EdgeChip_Contour.pipeline.xml,Required,ResultCount,0,1,"Public-safe display edge-chip benchmark. A single small edge chip remains inside the review band.",,Display_EdgeChip,Good
Product_Display_EdgeChip_Many_Bad,docs\samples\public\product\Display_EdgeChip_Many_NG.png,572,420,Product Synthetic / Display / Contour,"Reject a display panel edge with too many chip candidates.",docs\samples\public\product\Product_Display_EdgeChip_Contour.pipeline.xml,ExpectedFailure,ResultCount,3,6,"Controlled NG benchmark for display edge-chip count.",,Display_EdgeChip,Bad
Product_Display_BezelChip_Good,docs\samples\public\product\Display_BezelChip_OK.png,572,420,Product Synthetic / Display / Contour,"Count bright bezel-chip candidates on a display bezel edge.",docs\samples\public\product\Product_Display_BezelChip_Contour.pipeline.xml,Required,ResultCount,0,1,"Public-safe display bezel-chip benchmark. One small chip remains inside the review band.",,Display_BezelChip,Good
Product_Display_BezelChip_Many_Bad,docs\samples\public\product\Display_BezelChip_Many_NG.png,572,420,Product Synthetic / Display / Contour,"Reject a display bezel with several chip candidates.",docs\samples\public\product\Product_Display_BezelChip_Contour.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for display bezel-chip count.",,Display_BezelChip,Bad
Product_Display_CornerCrack_Good,docs\samples\public\product\Display_CornerCrack_OK.png,572,420,Product Synthetic / Display / Contour,"Count bright corner-crack candidates on a display panel corner.",docs\samples\public\product\Product_Display_CornerCrack_Contour.pipeline.xml,Required,ResultCount,0,1,"Public-safe display corner-crack benchmark. One small corner line remains inside the review band.",,Display_CornerCrack,Good
Product_Display_CornerCrack_Many_Bad,docs\samples\public\product\Display_CornerCrack_Many_NG.png,572,420,Product Synthetic / Display / Contour,"Reject a display panel corner with several crack candidates.",docs\samples\public\product\Product_Display_CornerCrack_Contour.pipeline.xml,ExpectedFailure,ResultCount,3,6,"Controlled NG benchmark for display corner-crack count.",,Display_CornerCrack,Bad
Product_Display_CornerLightLeak_Good,docs\samples\public\product\Display_CornerLightLeak_OK.png,572,420,Product Synthetic / Display / Mean,"Measure corner light-leak brightness drift on a display corner region.",docs\samples\public\product\Product_Display_CornerLightLeak_Mean.pipeline.xml,Required,MeanValueAvg,75,98,"Public-safe display corner light-leak benchmark. The corner region stays inside the normal mean-brightness band.",,Display_CornerLightLeak,Good
Product_Display_CornerLightLeak_Bright_Bad,docs\samples\public\product\Display_CornerLightLeak_Bright_NG.png,572,420,Product Synthetic / Display / Mean,"Reject a display panel with a bright corner light leak.",docs\samples\public\product\Product_Display_CornerLightLeak_Mean.pipeline.xml,ExpectedFailure,MeanValueAvg,110,160,"Controlled NG benchmark for corner light-leak brightness drift.",,Display_CornerLightLeak,Bad
Product_Display_BlackMatrixScratch_Good,docs\samples\public\product\Display_BlackMatrixScratch_OK.png,572,420,Product Synthetic / Display / Contour,"Count black-matrix scratch candidates on a display subpixel region.",docs\samples\public\product\Product_Display_BlackMatrixScratch_Contour.pipeline.xml,Required,ResultCount,0,1,"Public-safe display black-matrix scratch benchmark. One short scratch candidate remains inside the review band.",,Display_BlackMatrixScratch,Good
Product_Display_BlackMatrixScratch_Many_Bad,docs\samples\public\product\Display_BlackMatrixScratch_Many_NG.png,572,420,Product Synthetic / Display / Contour,"Reject a display black-matrix area with several scratch candidates.",docs\samples\public\product\Product_Display_BlackMatrixScratch_Contour.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for display black-matrix scratch count.",,Display_BlackMatrixScratch,Bad
Product_Display_LineDropout_Good,docs\samples\public\product\Display_LineDropout_OK.png,572,420,Product Synthetic / Display / Contour,"Count line-dropout gap candidates on a display signal-line region.",docs\samples\public\product\Product_Display_LineDropout_Contour.pipeline.xml,Required,ResultCount,0,1,"Public-safe display line-dropout benchmark. One short dropout gap remains inside the review band.",,Display_LineDropout,Good
Product_Display_LineDropout_Many_Bad,docs\samples\public\product\Display_LineDropout_Many_NG.png,572,420,Product Synthetic / Display / Contour,"Reject a display signal-line region with several dropout gaps.",docs\samples\public\product\Product_Display_LineDropout_Contour.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for display line-dropout count.",,Display_LineDropout,Bad
Product_Display_MuraSpotCluster_Good,docs\samples\public\product\Display_MuraSpotCluster_OK.png,572,420,Product Synthetic / Display / Contour,"Count bright mura spot candidates on a display inspection region.",docs\samples\public\product\Product_Display_MuraSpotCluster_Contour.pipeline.xml,Required,ResultCount,0,1,"Public-safe display mura-spot-cluster benchmark. One small spot remains inside the review band.",,Display_MuraSpotCluster,Good
Product_Display_MuraSpotCluster_Many_Bad,docs\samples\public\product\Display_MuraSpotCluster_Many_NG.png,572,420,Product Synthetic / Display / Contour,"Reject a display inspection region with several mura spot candidates.",docs\samples\public\product\Product_Display_MuraSpotCluster_Contour.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for display mura spot count.",,Display_MuraSpotCluster,Bad
Product_Display_MuraRing_Good,docs\samples\public\product\Display_MuraRing_OK.png,572,420,Product Synthetic / Display / Contour,"Count bright mura ring candidates on a display inspection region.",docs\samples\public\product\Product_Display_MuraRing_Contour.pipeline.xml,Required,ResultCount,0,1,"Public-safe display mura-ring benchmark. One small ring remains inside the review band.",,Display_MuraRing,Good
Product_Display_MuraRing_Many_Bad,docs\samples\public\product\Display_MuraRing_Many_NG.png,572,420,Product Synthetic / Display / Contour,"Reject a display inspection region with several mura ring candidates.",docs\samples\public\product\Product_Display_MuraRing_Contour.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for display mura ring count.",,Display_MuraRing,Bad
Product_Display_PolarizerScratch_Good,docs\samples\public\product\Display_PolarizerScratch_OK.png,572,420,Product Synthetic / Display / Contour,"Count polarizer scratch candidates on a display inspection film.",docs\samples\public\product\Product_Display_PolarizerScratch_Contour.pipeline.xml,Required,ResultCount,0,1,"Public-safe display polarizer-scratch benchmark. One short scratch remains inside the review band.",,Display_PolarizerScratch,Good
Product_Display_PolarizerScratch_Many_Bad,docs\samples\public\product\Display_PolarizerScratch_Many_NG.png,572,420,Product Synthetic / Display / Contour,"Reject a display polarizer film with several scratch candidates.",docs\samples\public\product\Product_Display_PolarizerScratch_Contour.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for display polarizer-scratch count.",,Display_PolarizerScratch,Bad
Product_Display_PolarizerCrease_Good,docs\samples\public\product\Display_PolarizerCrease_OK.png,572,420,Product Synthetic / Display / Contour,"Count polarizer crease candidates on a display inspection film.",docs\samples\public\product\Product_Display_PolarizerCrease_Contour.pipeline.xml,Required,ResultCount,0,1,"Public-safe display polarizer-crease benchmark. One crease remains inside the review band.",,Display_PolarizerCrease,Good
Product_Display_PolarizerCrease_Many_Bad,docs\samples\public\product\Display_PolarizerCrease_Many_NG.png,572,420,Product Synthetic / Display / Contour,"Reject a display polarizer film with several crease candidates.",docs\samples\public\product\Product_Display_PolarizerCrease_Contour.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for display polarizer-crease count.",,Display_PolarizerCrease,Bad
Product_Display_SealWidth_Good,docs\samples\public\product\Display_SealWidth_OK.png,572,420,Product Synthetic / Display / LineDistance,"Measure display seal width clearance against a reference band.",docs\samples\public\product\Product_Display_SealWidth_Distance.pipeline.xml,Required,DistanceMmAvg,0.20,0.26,"Public-safe display seal-width benchmark. The seal band stays inside the normal width window.",,Display_SealWidth,Good
Product_Display_SealWidth_Narrow_Bad,docs\samples\public\product\Display_SealWidth_Narrow_NG.png,572,420,Product Synthetic / Display / LineDistance,"Reject a display seal band that is too narrow.",docs\samples\public\product\Product_Display_SealWidth_Distance.pipeline.xml,ExpectedFailure,DistanceMmAvg,0.09,0.14,"Controlled NG benchmark for display seal-width drift.",,Display_SealWidth,Bad
Product_Display_AlignmentOffset_Good,docs\samples\public\product\Display_AlignmentOffset_OK.png,572,420,Product Synthetic / Display / LineDistance,"Measure display alignment mark offset against a reference bar.",docs\samples\public\product\Product_Display_AlignmentOffset_Distance.pipeline.xml,Required,DistanceMmAvg,0.20,0.26,"Public-safe display alignment-offset benchmark. The reference-to-mark distance stays inside the normal band.",,Display_AlignmentOffset,Good
Product_Display_AlignmentOffset_Shifted_Bad,docs\samples\public\product\Display_AlignmentOffset_Shifted_NG.png,572,420,Product Synthetic / Display / LineDistance,"Reject a display alignment mark shifted too close to the reference bar.",docs\samples\public\product\Product_Display_AlignmentOffset_Distance.pipeline.xml,ExpectedFailure,DistanceMmAvg,0.09,0.14,"Controlled NG benchmark for display alignment offset drift.",,Display_AlignmentOffset,Bad
Product_Display_ColorFilterShift_Good,docs\samples\public\product\Display_ColorFilterShift_OK.png,572,420,Product Synthetic / Display / LineDistance,"Measure color-filter registration shift against a reference bar.",docs\samples\public\product\Product_Display_ColorFilterShift_Distance.pipeline.xml,Required,DistanceMmAvg,0.20,0.26,"Public-safe display color-filter registration benchmark. The reference-to-filter distance stays inside the normal band.",,Display_ColorFilterShift,Good
Product_Display_ColorFilterShift_Shifted_Bad,docs\samples\public\product\Display_ColorFilterShift_Shifted_NG.png,572,420,Product Synthetic / Display / LineDistance,"Reject a color-filter bar shifted too close to the reference.",docs\samples\public\product\Product_Display_ColorFilterShift_Distance.pipeline.xml,ExpectedFailure,DistanceMmAvg,0.09,0.14,"Controlled NG benchmark for display color-filter shift. The same LineDistance pipeline should fail because the measured shift is below the normal band.",,Display_ColorFilterShift,Bad
Product_Display_LineStain_Good,docs\samples\public\product\Display_LineStain_OK.png,572,420,Product Synthetic / Display / Contour,"Count bright line-stain candidates on a display panel.",docs\samples\public\product\Product_Display_LineStain_Contour.pipeline.xml,Required,ResultCount,0,1,"Public-safe display line-stain benchmark. One short stain candidate remains inside the review band.",,Display_LineStain,Good
Product_Display_LineStain_Many_Bad,docs\samples\public\product\Display_LineStain_Many_NG.png,572,420,Product Synthetic / Display / Contour,"Reject a display panel with several bright line-stain candidates.",docs\samples\public\product\Product_Display_LineStain_Contour.pipeline.xml,ExpectedFailure,ResultCount,3,6,"Controlled NG benchmark for display line-stain count.",,Display_LineStain,Bad
Product_Display_SubpixelBridge_Good,docs\samples\public\product\Display_SubpixelBridge_OK.png,572,420,Product Synthetic / Display / Blob,"Count subpixel bridge candidates inside a display subpixel grid.",docs\samples\public\product\Product_Display_SubpixelBridge_Blob.pipeline.xml,Required,ResultCount,0,1,"Public-safe display subpixel-bridge benchmark. One small bridge candidate remains inside the review band.",,Display_SubpixelBridge,Good
Product_Display_SubpixelBridge_Many_Bad,docs\samples\public\product\Display_SubpixelBridge_Many_NG.png,572,420,Product Synthetic / Display / Blob,"Reject a display subpixel grid with several bridge candidates.",docs\samples\public\product\Product_Display_SubpixelBridge_Blob.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for display subpixel-bridge count.",,Display_SubpixelBridge,Bad
Product_Display_PadBridge_Good,docs\samples\public\product\Display_PadBridge_OK.png,572,420,Product Synthetic / Display / Blob,"Count pad bridge candidates inside a display pad inspection region.",docs\samples\public\product\Product_Display_PadBridge_Blob.pipeline.xml,Required,ResultCount,0,1,"Public-safe display pad-bridge benchmark. One small bridge candidate remains inside the review band.",,Display_PadBridge,Good
Product_Display_PadBridge_Many_Bad,docs\samples\public\product\Display_PadBridge_Many_NG.png,572,420,Product Synthetic / Display / Blob,"Reject a display pad row with several bridge candidates.",docs\samples\public\product\Product_Display_PadBridge_Blob.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for display pad-bridge count.",,Display_PadBridge,Bad
Product_Display_PolarizerBubble_Good,docs\samples\public\product\Display_PolarizerBubble_OK.png,572,420,Product Synthetic / Display / Blob,"Count polarizer bubble candidates on a display panel inspection region.",docs\samples\public\product\Product_Display_PolarizerBubble_Blob.pipeline.xml,Required,ResultCount,0,1,"Public-safe display polarizer bubble benchmark. One small bubble candidate remains inside the review band.",,Display_PolarizerBubble,Good
Product_Display_PolarizerBubble_Many_Bad,docs\samples\public\product\Display_PolarizerBubble_Many_NG.png,572,420,Product Synthetic / Display / Blob,"Reject a display panel with several polarizer bubble candidates.",docs\samples\public\product\Product_Display_PolarizerBubble_Blob.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for display polarizer bubble count.",,Display_PolarizerBubble,Bad
Product_Display_SealContamination_Good,docs\samples\public\product\Display_SealContamination_OK.png,572,420,Product Synthetic / Display / Blob,"Count seal-contamination candidates on a display seal band.",docs\samples\public\product\Product_Display_SealContamination_Blob.pipeline.xml,Required,ResultCount,0,1,"Public-safe display seal-contamination benchmark. One small contamination candidate remains inside the review band.",,Display_SealContamination,Good
Product_Display_SealContamination_Many_Bad,docs\samples\public\product\Display_SealContamination_Many_NG.png,572,420,Product Synthetic / Display / Blob,"Reject a display seal band with several contamination candidates.",docs\samples\public\product\Product_Display_SealContamination_Blob.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for display seal-contamination count.",,Display_SealContamination,Bad
Product_Display_SealCornerContamination_Good,docs\samples\public\product\Display_SealCornerContamination_OK.png,572,420,Product Synthetic / Display / Blob,"Count contamination candidates concentrated near a display seal corner.",docs\samples\public\product\Product_Display_SealCornerContamination_Blob.pipeline.xml,Required,ResultCount,0,1,"Public-safe display seal-corner contamination benchmark. One small corner candidate remains inside the acceptable count.",,Display_SealCornerContamination,Good
Product_Display_SealCornerContamination_Many_Bad,docs\samples\public\product\Display_SealCornerContamination_Many_NG.png,572,420,Product Synthetic / Display / Blob,"Reject a display seal corner with several contamination candidates.",docs\samples\public\product\Product_Display_SealCornerContamination_Blob.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for clustered contamination near the display seal corner.",,Display_SealCornerContamination,Bad
Product_Display_PolarizerEdgeLift_Good,docs\samples\public\product\Display_PolarizerEdgeLift_OK.png,572,420,Product Synthetic / Display / Contour,"Count lifted polarizer edge candidates along a display edge.",docs\samples\public\product\Product_Display_PolarizerEdgeLift_Contour.pipeline.xml,Required,ResultCount,0,1,"Public-safe display polarizer edge-lift benchmark. One small lifted edge candidate remains inside the acceptable count.",,Display_PolarizerEdgeLift,Good
Product_Display_PolarizerEdgeLift_Many_Bad,docs\samples\public\product\Display_PolarizerEdgeLift_Many_NG.png,572,420,Product Synthetic / Display / Contour,"Reject a display polarizer edge with several lifted-edge candidates.",docs\samples\public\product\Product_Display_PolarizerEdgeLift_Contour.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for polarizer edge-lift candidate count.",,Display_PolarizerEdgeLift,Bad
Product_Display_CofBondParticle_Good,docs\samples\public\product\Display_CofBondParticle_OK.png,572,420,Product Synthetic / Display / Blob,"Count COF bond particle candidates near a display bond pad row.",docs\samples\public\product\Product_Display_CofBondParticle_Blob.pipeline.xml,Required,ResultCount,0,1,"Public-safe display COF bond particle benchmark. One small particle candidate remains inside the acceptable count.",,Display_CofBondParticle,Good
Product_Display_CofBondParticle_Many_Bad,docs\samples\public\product\Display_CofBondParticle_Many_NG.png,572,420,Product Synthetic / Display / Blob,"Reject a display COF bond row with several particle candidates.",docs\samples\public\product\Product_Display_CofBondParticle_Blob.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for display COF bond particle count.",,Display_CofBondParticle,Bad
Product_Display_FpcAlignmentMark_Good,docs\samples\public\product\Display_FpcAlignmentMark_OK.png,572,420,Product Synthetic / Display / Image Matching,"Find a display FPC alignment mark with image matching.",docs\samples\public\product\Product_Display_FpcAlignmentMark_Matching.pipeline.xml,Required,ResultCount;ScoreMax,1;72,1;100,"Public-safe display FPC alignment-mark benchmark using a generated template crop.",docs\samples\public\product\templates\Display_FpcAlignmentMark_Template.png,Display_FpcAlignmentMark,Good
Product_Display_FpcAlignmentMark_Wrong_Bad,docs\samples\public\product\Display_FpcAlignmentMark_Wrong_NG.png,572,420,Product Synthetic / Display / Image Matching,"Reject a wrong display FPC alignment mark.",docs\samples\public\product\Product_Display_FpcAlignmentMark_Matching.pipeline.xml,ExpectedFailure,ResultCount,0,0,"Controlled NG benchmark for FPC alignment-mark target presence.",docs\samples\public\product\templates\Display_FpcAlignmentMark_Template.png,Display_FpcAlignmentMark,Bad
Product_Semiconductor_Fiducial_Good,docs\samples\public\product\Semiconductor_Fiducial_OK.png,572,420,Product Synthetic / Semiconductor / EdgeBasedMatching,"Find a semiconductor fiducial by edge geometry.",docs\samples\public\product\Product_Semiconductor_Fiducial_Edge.pipeline.xml,Required,ScoreMax;ResultCount,70;1,100;1,"Public-safe semiconductor edge-based matching benchmark.",docs\samples\public\product\templates\Semiconductor_Fiducial_Template.png,Semiconductor_Fiducial,Good
Product_Semiconductor_Fiducial_Wrong_Bad,docs\samples\public\product\Semiconductor_Fiducial_Wrong_NG.png,572,420,Product Synthetic / Semiconductor / EdgeBasedMatching,"Reject a wrong semiconductor fiducial shape.",docs\samples\public\product\Product_Semiconductor_Fiducial_Edge.pipeline.xml,ExpectedFailure,ResultCount,0,0,"Controlled NG benchmark for edge-based matching target presence.",docs\samples\public\product\templates\Semiconductor_Fiducial_Template.png,Semiconductor_Fiducial,Bad
Product_Semiconductor_BondMark_Good,docs\samples\public\product\Semiconductor_BondMark_OK.png,572,420,Product Synthetic / Semiconductor / FeatureMatching,"Find a feature-rich semiconductor bond mark.",docs\samples\public\product\Product_Semiconductor_BondMark_Feature.pipeline.xml,Required,ScoreMax;ResultCount,80;1,100;3,"Public-safe semiconductor feature matching benchmark using a generated feature-rich mark.",docs\samples\public\product\templates\Semiconductor_BondMark_Template.png,Semiconductor_BondMark,Good
Product_Semiconductor_BondMark_Wrong_Bad,docs\samples\public\product\Semiconductor_BondMark_Wrong_NG.png,572,420,Product Synthetic / Semiconductor / FeatureMatching,"Reject a wrong semiconductor bond mark.",docs\samples\public\product\Product_Semiconductor_BondMark_Feature.pipeline.xml,ExpectedFailure,ScoreMax,20,70,"Controlled NG benchmark for feature matching score discrimination.",docs\samples\public\product\templates\Semiconductor_BondMark_Template.png,Semiconductor_BondMark,Bad
Product_Semiconductor_PadContamination_Good,docs\samples\public\product\Semiconductor_PadContamination_OK.png,572,420,Product Synthetic / Semiconductor / Blob,"Count bright contamination candidates on semiconductor pad contacts.",docs\samples\public\product\Product_Semiconductor_PadContamination_Blob.pipeline.xml,Required,ResultCount,0,2,"Public-safe semiconductor pad contamination benchmark. One small bright candidate remains acceptable.",,Semiconductor_PadContamination,Good
Product_Semiconductor_PadContamination_Heavy_Bad,docs\samples\public\product\Semiconductor_PadContamination_Heavy_NG.png,572,420,Product Synthetic / Semiconductor / Blob,"Reject a semiconductor pad row with too many contamination candidates.",docs\samples\public\product\Product_Semiconductor_PadContamination_Blob.pipeline.xml,ExpectedFailure,ResultCount,5,8,"Controlled NG benchmark for semiconductor pad contamination count.",,Semiconductor_PadContamination,Bad
Product_Semiconductor_DieContamination_Good,docs\samples\public\product\Semiconductor_DieContamination_OK.png,572,420,Product Synthetic / Semiconductor / Blob,"Count bright contamination candidates on a semiconductor die surface.",docs\samples\public\product\Product_Semiconductor_DieContamination_Blob.pipeline.xml,Required,ResultCount,0,2,"Public-safe semiconductor die contamination benchmark. One small bright candidate remains acceptable.",,Semiconductor_DieContamination,Good
Product_Semiconductor_DieContamination_Heavy_Bad,docs\samples\public\product\Semiconductor_DieContamination_Heavy_NG.png,572,420,Product Synthetic / Semiconductor / Blob,"Reject a semiconductor die with too many contamination candidates.",docs\samples\public\product\Product_Semiconductor_DieContamination_Blob.pipeline.xml,ExpectedFailure,ResultCount,5,8,"Controlled NG benchmark for semiconductor die contamination count.",,Semiconductor_DieContamination,Bad
Product_Semiconductor_UnderfillVoid_Good,docs\samples\public\product\Semiconductor_UnderfillVoid_OK.png,572,420,Product Synthetic / Semiconductor / Blob,"Count underfill void candidates inside a semiconductor package region.",docs\samples\public\product\Product_Semiconductor_UnderfillVoid_Blob.pipeline.xml,Required,ResultCount,0,1,"Public-safe semiconductor underfill void benchmark. One small void candidate remains inside the review band.",,Semiconductor_UnderfillVoid,Good
Product_Semiconductor_UnderfillVoid_Many_Bad,docs\samples\public\product\Semiconductor_UnderfillVoid_Many_NG.png,572,420,Product Synthetic / Semiconductor / Blob,"Reject a semiconductor underfill region with several void candidates.",docs\samples\public\product\Product_Semiconductor_UnderfillVoid_Blob.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for semiconductor underfill void count.",,Semiconductor_UnderfillVoid,Bad
Product_Semiconductor_PackageVoid_Good,docs\samples\public\product\Semiconductor_PackageVoid_OK.png,572,420,Product Synthetic / Semiconductor / Blob,"Count package void candidates inside a semiconductor molded package.",docs\samples\public\product\Product_Semiconductor_PackageVoid_Blob.pipeline.xml,Required,ResultCount,0,1,"Public-safe semiconductor package void benchmark. One small void candidate remains inside the review band.",,Semiconductor_PackageVoid,Good
Product_Semiconductor_PackageVoid_Many_Bad,docs\samples\public\product\Semiconductor_PackageVoid_Many_NG.png,572,420,Product Synthetic / Semiconductor / Blob,"Reject a semiconductor package with several void candidates.",docs\samples\public\product\Product_Semiconductor_PackageVoid_Blob.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for semiconductor package void candidate count.",,Semiconductor_PackageVoid,Bad
Product_Semiconductor_SolderBridge_Good,docs\samples\public\product\Semiconductor_SolderBridge_OK.png,572,420,Product Synthetic / Semiconductor / Blob,"Count bright solder-bridge candidates between semiconductor pads.",docs\samples\public\product\Product_Semiconductor_SolderBridge_Blob.pipeline.xml,Required,ResultCount,0,1,"Public-safe semiconductor solder-bridge benchmark. One small bridge candidate remains inside the review band.",,Semiconductor_SolderBridge,Good
Product_Semiconductor_SolderBridge_Many_Bad,docs\samples\public\product\Semiconductor_SolderBridge_Many_NG.png,572,420,Product Synthetic / Semiconductor / Blob,"Reject a semiconductor pad row with several solder-bridge candidates.",docs\samples\public\product\Product_Semiconductor_SolderBridge_Blob.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for semiconductor solder-bridge count.",,Semiconductor_SolderBridge,Bad
Product_Semiconductor_PadScratch_Good,docs\samples\public\product\Semiconductor_PadScratch_OK.png,572,420,Product Synthetic / Semiconductor / Contour,"Count bright scratch candidates across semiconductor pads.",docs\samples\public\product\Product_Semiconductor_PadScratch_Contour.pipeline.xml,Required,ResultCount,0,1,"Public-safe semiconductor pad-scratch benchmark. One short scratch candidate remains inside the review band.",,Semiconductor_PadScratch,Good
Product_Semiconductor_PadScratch_Many_Bad,docs\samples\public\product\Semiconductor_PadScratch_Many_NG.png,572,420,Product Synthetic / Semiconductor / Contour,"Reject a semiconductor pad row with several scratch candidates.",docs\samples\public\product\Product_Semiconductor_PadScratch_Contour.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for semiconductor pad-scratch count.",,Semiconductor_PadScratch,Bad
Product_Semiconductor_BondPadNick_Good,docs\samples\public\product\Semiconductor_BondPadNick_OK.png,572,420,Product Synthetic / Semiconductor / Contour,"Count bright bond-pad nick candidates on a semiconductor pad row.",docs\samples\public\product\Product_Semiconductor_BondPadNick_Contour.pipeline.xml,Required,ResultCount,0,1,"Public-safe semiconductor bond-pad nick benchmark. One small nick remains inside the review band.",,Semiconductor_BondPadNick,Good
Product_Semiconductor_BondPadNick_Many_Bad,docs\samples\public\product\Semiconductor_BondPadNick_Many_NG.png,572,420,Product Synthetic / Semiconductor / Contour,"Reject a semiconductor pad row with several bond-pad nick candidates.",docs\samples\public\product\Product_Semiconductor_BondPadNick_Contour.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for semiconductor bond-pad nick count.",,Semiconductor_BondPadNick,Bad
Product_Semiconductor_WireBondLift_Good,docs\samples\public\product\Semiconductor_WireBondLift_OK.png,572,420,Product Synthetic / Semiconductor / Blob,"Count wire-bond lift candidates near semiconductor bond pads.",docs\samples\public\product\Product_Semiconductor_WireBondLift_Blob.pipeline.xml,Required,ResultCount,0,1,"Public-safe semiconductor wire-bond lift benchmark. One small lift candidate remains inside the review band.",,Semiconductor_WireBondLift,Good
Product_Semiconductor_WireBondLift_Many_Bad,docs\samples\public\product\Semiconductor_WireBondLift_Many_NG.png,572,420,Product Synthetic / Semiconductor / Blob,"Reject a semiconductor pad row with several wire-bond lift candidates.",docs\samples\public\product\Product_Semiconductor_WireBondLift_Blob.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for semiconductor wire-bond lift count.",,Semiconductor_WireBondLift,Bad
Product_Semiconductor_WireSweepAlignment_Good,docs\samples\public\product\Semiconductor_WireSweepAlignment_OK.png,572,420,Product Synthetic / Semiconductor / LineDistance,"Measure wire sweep alignment clearance against a reference bond wire.",docs\samples\public\product\Product_Semiconductor_WireSweepAlignment_Distance.pipeline.xml,Required,DistanceMmAvg,0.20,0.26,"Public-safe semiconductor wire sweep alignment benchmark. The wire clearance stays inside the normal band.",,Semiconductor_WireSweepAlignment,Good
Product_Semiconductor_WireSweepAlignment_Shifted_Bad,docs\samples\public\product\Semiconductor_WireSweepAlignment_Shifted_NG.png,572,420,Product Synthetic / Semiconductor / LineDistance,"Reject a swept semiconductor wire shifted too close to the reference bond wire.",docs\samples\public\product\Product_Semiconductor_WireSweepAlignment_Distance.pipeline.xml,ExpectedFailure,DistanceMmAvg,0.09,0.14,"Controlled NG benchmark for shifted semiconductor wire sweep alignment.",,Semiconductor_WireSweepAlignment,Bad
Product_Semiconductor_BondPadCorrosion_Good,docs\samples\public\product\Semiconductor_BondPadCorrosion_OK.png,572,420,Product Synthetic / Semiconductor / Blob,"Count bond-pad corrosion candidates on a semiconductor pad row.",docs\samples\public\product\Product_Semiconductor_BondPadCorrosion_Blob.pipeline.xml,Required,ResultCount,0,1,"Public-safe semiconductor bond-pad corrosion benchmark. One small corrosion candidate remains inside the acceptable count.",,Semiconductor_BondPadCorrosion,Good
Product_Semiconductor_BondPadCorrosion_Many_Bad,docs\samples\public\product\Semiconductor_BondPadCorrosion_Many_NG.png,572,420,Product Synthetic / Semiconductor / Blob,"Reject semiconductor bond pads with several corrosion candidates.",docs\samples\public\product\Product_Semiconductor_BondPadCorrosion_Blob.pipeline.xml,ExpectedFailure,ResultCount,4,7,"Controlled NG benchmark for semiconductor bond-pad corrosion count.",,Semiconductor_BondPadCorrosion,Bad
Product_Semiconductor_PadPitch_Good,docs\samples\public\product\Semiconductor_PadPitch_OK.png,572,420,Product Synthetic / Semiconductor / LineDistance,"Measure the clearance pitch between two semiconductor pad edges.",docs\samples\public\product\Product_Semiconductor_PadPitch_Distance.pipeline.xml,Required,DistanceMmAvg,0.20,0.25,"Public-safe semiconductor pad pitch benchmark. The distance tool should measure a normal pad pitch band.",,Semiconductor_PadPitch,Good
Product_Semiconductor_PadPitch_Narrow_Bad,docs\samples\public\product\Semiconductor_PadPitch_Narrow_NG.png,572,420,Product Synthetic / Semiconductor / LineDistance,"Reject a semiconductor pad pitch that is too narrow.",docs\samples\public\product\Product_Semiconductor_PadPitch_Distance.pipeline.xml,ExpectedFailure,DistanceMmAvg,0.09,0.14,"Controlled NG benchmark for semiconductor pad pitch spacing.",,Semiconductor_PadPitch,Bad
