AssetPath,SourceType,SourceName,SourceUrl,License,Attribution,GeneratedBy,Notes
docs/samples/public/product/Semiconductor_DieEdgeChip_OK.png,Synthetic,OpenVisionLab,,Repository license,,tools/GenerateOpenVisionProductSamples.ps1,Semiconductor die edge chip OK sample
docs/samples/public/product/Semiconductor_DieEdgeChip_Many_NG.png,Synthetic,OpenVisionLab,,Repository license,,tools/GenerateOpenVisionProductSamples.ps1,Semiconductor die edge chip NG sample
docs/samples/public/product/Semiconductor_MoldingFlash_OK.png,Synthetic,OpenVisionLab,,Repository license,,tools/GenerateOpenVisionProductSamples.ps1,Semiconductor molding flash OK sample
docs/samples/public/product/Semiconductor_MoldingFlash_Many_NG.png,Synthetic,OpenVisionLab,,Repository license,,tools/GenerateOpenVisionProductSamples.ps1,Semiconductor molding flash NG sample
docs/samples/public/product/Semiconductor_PackageCrack_OK.png,Synthetic,OpenVisionLab,,Repository license,,tools/GenerateOpenVisionProductSamples.ps1,Semiconductor package crack OK sample
docs/samples/public/product/Semiconductor_PackageCrack_Many_NG.png,Synthetic,OpenVisionLab,,Repository license,,tools/GenerateOpenVisionProductSamples.ps1,Semiconductor package crack NG sample
docs/samples/public/product/Semiconductor_PackageCornerChip_OK.png,Synthetic,OpenVisionLab,,Repository license,,tools/GenerateOpenVisionProductSamples.ps1,Semiconductor package corner chip OK sample
docs/samples/public/product/Semiconductor_PackageCornerChip_Many_NG.png,Synthetic,OpenVisionLab,,Repository license,,tools/GenerateOpenVisionProductSamples.ps1,Semiconductor package corner chip NG sample
docs/samples/public/product/Semiconductor_LeadBurr_OK.png,Synthetic,OpenVisionLab,,Repository license,,tools/GenerateOpenVisionProductSamples.ps1,Semiconductor lead burr OK sample
docs/samples/public/product/Semiconductor_LeadBurr_Many_NG.png,Synthetic,OpenVisionLab,,Repository license,,tools/GenerateOpenVisionProductSamples.ps1,Semiconductor lead burr NG sample
docs/samples/public/product/Semiconductor_LeadCrack_OK.png,Synthetic,OpenVisionLab,,Repository license,,tools/GenerateOpenVisionProductSamples.ps1,Semiconductor lead crack OK sample
docs/samples/public/product/Semiconductor_LeadCrack_Many_NG.png,Synthetic,OpenVisionLab,,Repository license,,tools/GenerateOpenVisionProductSamples.ps1,Semiconductor lead crack NG sample
docs/samples/public/product/Semiconductor_LeadOxidation_OK.png,Synthetic,OpenVisionLab,,Repository license,,tools/GenerateOpenVisionProductSamples.ps1,Semiconductor lead oxidation OK sample
docs/samples/public/product/Semiconductor_LeadOxidation_Many_NG.png,Synthetic,OpenVisionLab,,Repository license,,tools/GenerateOpenVisionProductSamples.ps1,Semiconductor lead oxidation NG sample
docs/samples/public/product/Semiconductor_PackagePolarity_OK.png,Synthetic,OpenVisionLab,,Repository license,,tools/GenerateOpenVisionProductSamples.ps1,Semiconductor package polarity OK sample
docs/samples/public/product/Semiconductor_PackagePolarity_Missing_NG.png,Synthetic,OpenVisionLab,,Repository license,,tools/GenerateOpenVisionProductSamples.ps1,Semiconductor missing package polarity NG sample
docs/samples/public/product/templates/Semiconductor_PackagePolarity_Template.png,Synthetic,OpenVisionLab,,Repository license,,tools/GenerateOpenVisionProductSamples.ps1,Template crop from Semiconductor_PackagePolarity_OK.png
docs/samples/public/product/Semiconductor_PackageLaserText_OK.png,Synthetic,OpenVisionLab,,Repository license,,tools/GenerateOpenVisionProductSamples.ps1,Semiconductor package laser text OK sample
docs/samples/public/product/Semiconductor_PackageLaserText_Missing_NG.png,Synthetic,OpenVisionLab,,Repository license,,tools/GenerateOpenVisionProductSamples.ps1,Semiconductor missing package laser text NG sample
docs/samples/public/product/templates/Semiconductor_PackageLaserText_Template.png,Synthetic,OpenVisionLab,,Repository license,,tools/GenerateOpenVisionProductSamples.ps1,Template crop from Semiconductor_PackageLaserText_OK.png
docs/samples/public/product/Semiconductor_WaferDieMark_OK.png,Synthetic,OpenVisionLab,,Repository license,,tools/GenerateOpenVisionProductSamples.ps1,Semiconductor wafer die mark OK sample
docs/samples/public/product/Semiconductor_WaferDieMark_Wrong_NG.png,Synthetic,OpenVisionLab,,Repository license,,tools/GenerateOpenVisionProductSamples.ps1,Semiconductor wrong wafer die mark NG sample
docs/samples/public/product/templates/Semiconductor_WaferDieMark_Template.png,Synthetic,OpenVisionLab,,Repository license,,tools/GenerateOpenVisionProductSamples.ps1,Template crop from Semiconductor_WaferDieMark_OK.png
